Non-optimal chan    1 proposed ABAD0002 at cool       2 iteration      11
Non-optimal chan    8 proposed ABAD0002 at cool       2 iteration      11
Non-optimal chan   29 proposed ABAD0002 at cool       2 iteration      11
Non-optimal chan   29 proposed ABAD0002 at cool       2 iteration      12
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration      12
Non-optimal chan   19 proposed ABAD0002 at cool       2 iteration      12
Non-optimal chan  112 proposed ABAD0002 at cool       2 iteration      13
Non-optimal chan   70 proposed ABAD0002 at cool       2 iteration      13
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      13
Non-optimal chan   91 proposed ABAD0002 at cool       2 iteration      14
Non-optimal chan   83 proposed ABAD0002 at cool       2 iteration      14
Non-optimal chan   91 proposed ABAD0002 at cool       2 iteration      14
Non-optimal chan   97 proposed ABAD0002 at cool       2 iteration      17
Non-optimal chan    1 proposed ABAD0002 at cool       2 iteration      17
Non-optimal chan   67 proposed ABAD0002 at cool       2 iteration      17
Non-optimal chan   70 proposed ABAD0002 at cool       2 iteration      17
Non-optimal chan    1 proposed ABAD0002 at cool       2 iteration      18
Non-optimal chan   29 proposed ABAD0002 at cool       2 iteration      18
Non-optimal chan   13 proposed ABAD0002 at cool       2 iteration      18
Non-optimal chan   77 proposed ABAD0002 at cool       2 iteration      18
Non-optimal chan    5 proposed ABAD0002 at cool       2 iteration      18
Non-optimal chan   49 proposed ABAD0002 at cool       2 iteration      19
Non-optimal chan   53 proposed ABAD0002 at cool       2 iteration      19
Non-optimal chan  101 proposed ABAD0002 at cool       2 iteration      20
Non-optimal chan   64 proposed ABAD0002 at cool       2 iteration      20
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      21
Non-optimal chan   73 proposed ABAD0002 at cool       2 iteration      21
Non-optimal chan  109 proposed ABAD0002 at cool       2 iteration      21
Non-optimal chan   80 proposed ABAD0002 at cool       2 iteration      21
Non-optimal chan   77 proposed ABAD0002 at cool       2 iteration      21
Non-optimal chan   49 proposed ABAD0002 at cool       2 iteration      22
Non-optimal chan   11 proposed ABAD0002 at cool       2 iteration      22
Non-optimal chan   35 proposed ABAD0002 at cool       2 iteration      22
Non-optimal chan   77 proposed ABAD0002 at cool       2 iteration      24
Non-optimal chan   88 proposed ABAD0002 at cool       2 iteration      24
Non-optimal chan   40 proposed ABAD0002 at cool       2 iteration      24
Non-optimal chan   80 proposed ABAD0002 at cool       2 iteration      27
Non-optimal chan  104 proposed ABAD0002 at cool       2 iteration      27
Non-optimal chan   83 proposed ABAD0002 at cool       2 iteration      27
Non-optimal chan   13 proposed ABAD0002 at cool       2 iteration      28
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration      28
Non-optimal chan    5 proposed ABAD0002 at cool       2 iteration      28
Non-optimal chan   37 proposed ABAD0002 at cool       2 iteration      28
Non-optimal chan   11 proposed ABAD0002 at cool       2 iteration      31
Non-optimal chan  109 proposed ABAD0002 at cool       2 iteration      31
Non-optimal chan   53 proposed ABAD0002 at cool       2 iteration      31
Non-optimal chan   83 proposed ABAD0002 at cool       2 iteration      31
Non-optimal chan  118 proposed ABAD0002 at cool       2 iteration      32
Non-optimal chan   37 proposed ABAD0002 at cool       2 iteration      32
Non-optimal chan    5 proposed ABAD0002 at cool       2 iteration      32
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration      32
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration      33
Non-optimal chan   32 proposed ABAD0002 at cool       2 iteration      33
Non-optimal chan   46 proposed ABAD0002 at cool       2 iteration      33
Non-optimal chan   43 proposed ABAD0002 at cool       2 iteration      33
Non-optimal chan   73 proposed ABAD0002 at cool       2 iteration      35
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      35
Non-optimal chan   77 proposed ABAD0002 at cool       2 iteration      35
Non-optimal chan   25 proposed ABAD0002 at cool       2 iteration      36
Non-optimal chan   49 proposed ABAD0002 at cool       2 iteration      36
Non-optimal chan   88 proposed ABAD0002 at cool       2 iteration      36
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      36
Non-optimal chan   73 proposed ABAD0002 at cool       2 iteration      37
Non-optimal chan   19 proposed ABAD0002 at cool       2 iteration      37
Non-optimal chan   56 proposed ABAD0002 at cool       2 iteration      37
Non-optimal chan   37 proposed ABAD0002 at cool       2 iteration      38
Non-optimal chan   29 proposed ABAD0002 at cool       2 iteration      38
Non-optimal chan   80 proposed ABAD0002 at cool       2 iteration      38
Non-optimal chan   53 proposed ABAD0002 at cool       2 iteration      39
Non-optimal chan   94 proposed ABAD0002 at cool       2 iteration      39
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      39
Non-optimal chan   61 proposed ABAD0002 at cool       2 iteration      40
Non-optimal chan  104 proposed ABAD0002 at cool       2 iteration      40
Non-optimal chan   11 proposed ABAD0002 at cool       2 iteration      40
Non-optimal chan  112 proposed ABAD0002 at cool       2 iteration      40
Non-optimal chan   16 proposed ABAD0002 at cool       2 iteration      41
Non-optimal chan   64 proposed ABAD0002 at cool       2 iteration      41
Non-optimal chan   32 proposed ABAD0002 at cool       2 iteration      41
Non-optimal chan   73 proposed ABAD0002 at cool       2 iteration      42
Non-optimal chan  101 proposed ABAD0002 at cool       2 iteration      42
Non-optimal chan   67 proposed ABAD0002 at cool       2 iteration      42
